STR,N° REQ,Item,DESIGNATION,N° BE,OBS,Chargé d'Affaire,N°  et Situation  de Appel Offre,FOURNISSEUR,N°cde,Item cde,BRC  1,Item BRC,BRC  2,Item BRC2,BRC  3,ITEM BRC3,BRC  4,ITEM BRC4,BRC  5,nbre item BRC5,BRC  6,nbre item BRC6,BRC  7,nbre item BRC7,BRC8,nbre item BRC8,BRC9,nbre item BRC9,BRC10,nbre item BRC10,BRC11,nbre item BRC11,BRC12,nbre item BRC12,BRC13,nbre item BRC13,Champ53,Champ54,Champ55,Champ56,Champ57,Champ58,Champ59,Champ60,Champ61,Champ62,Champ63,Champ64,Champ65,Champ66,Champ67,Champ68,Champ69,Champ70,Champ71,Champ72,Champ73,Champ74,Champ75,Champ76,Champ77,Champ78,Champ79,Champ80,Champ81,Champ82,Champ83,Champ84,Champ85,Champ86,Champ87,Champ88,Champ89,Champ90,Champ91,Champ92,Champ93,Champ94,Champ95,Champ96,Champ97,Champ98,Champ99,Champ100,Champ101,Champ102,Champ103,Champ104,Champ105,Champ106,Champ107,Champ108,Champ109,Champ110,Champ111,Champ112,Champ113,Champ114,Champ115,Champ116,Champ117,Champ118,Champ119,Champ120,Champ121,Champ122,Champ123,Champ124,Champ125,Champ126,Champ127,Champ128,Champ129,Champ130,Champ131,Champ132,Champ133,Champ134,Champ135,Champ136,Champ137,Champ138,Champ139,Champ140,Champ141,Champ142,Champ143,Champ144,DATE,DATEE,DATE 1,DATE 2,DATE 3,DATE BRC4,DATE BRC5,DATE BRC6,DATE BRC7,DATE BRC8,DATE BRC9,DATE BRC10,DATE BRC11,DATE BRC12,DATE BRC13
"MNT","YN 280","14","PILOTE ET VANNE DE REGULATION",,"SOLDEE",,,"FISHER COTOLS FRANCE","A49202","13","YW6791","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/15/93 00:00:00","05/31/94 00:00:00","02/24/96 00:00:00",,,,,,,,,,,,
"MNT","YN 281","3","BATTERIE DEMARAGE TURBINES",,"ENCOUR",,,"SAFTNIFE FRANCE","YN281A","3","YL8808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/15/93 00:00:00","05/18/98 00:00:00","05/11/99 00:00:00",,,,,,,,,,,,
"SEC","YN 283","4","PR POUR PRTECTION BOUT/AZOTE",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/15/93 00:00:00",,,,,,,,,,,,,,
"MNT","YN 284","18","MANOMETRES DE RECH USINE  GLA /HBK/BKH",,"SOLDEE",,,"BOURDON SEDEME France                                 NUOVA FIMA ROMA ITALIE","YN284A   YN284B","1                      17","YF4883","1","YF8019","17","YF8019","17","YF8019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/27/93 00:00:00",,"03/23/97 00:00:00","05/06/98 00:00:00","05/06/98 00:00:00","05/06/98 00:00:00",,,,,,,,,
"SEC","YN 285","9","CLE TRICOISE",,"SOLDEE",,,"DESAUTEL  FRANCE","A49303","10","YW6265","9","YW6736","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/01/93 00:00:00","07/24/94 00:00:00","11/14/95 00:00:00","11/16/95 00:00:00",,,,,,,,,,,
"SEC","YN 286","2","LANCE A MOUSSE",,"SOLDEE",,,"DESAUTEL  FRANCE","A49303","2","YW6736","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/01/93 00:00:00","07/24/94 00:00:00","11/16/95 00:00:00",,,,,,,,,,,,
"SEC","YN 287","2","PROPORTIONNEUR TYPE LP6",,"SOLDEE",,,"DESAUTEL  FRANCE","A49303","2","YW6736","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/01/93 00:00:00","07/24/94 00:00:00","11/17/95 00:00:00",,,,,,,,,,,,
"MNT","YN 290","17","COMPRESSEUR DAIRV300DA K800AB",,"SOLDEE",,,"HORBIGER   FRANCE","YN290A","17","YU8003",,"YU8006",,"YV3423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/02/93 00:00:00","01/14/95 00:00:00","08/14/94 00:00:00","08/14/94 00:00:00","04/27/95 00:00:00",,,,,,,,,,
"MNT","YN 291","41","COMPRESSEUR B DENKIN",,"SOLDEE",,,"HORBIGER   FRANCE","YN291A","41","YL8371",,"YL8366",,"YW2571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/02/93 00:00:00","02/10/95 00:00:00","11/27/94 00:00:00","11/27/94 00:00:00","04/04/95 00:00:00",,,,,,,,,,
"MNT","YN 292","97","PR P/POMPE CENTRIFUGE GUINAR",,"SOLDEE",,,"KSB   Ppe  GUINARD  FRANCE","YN292A","97","YW4507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/08/93 00:00:00","10/30/94 00:00:00","08/19/95 00:00:00",,,,,,,,,,,,
"MNT","YN 293","97","PR P/POMPE CENTRIFUGE GUINAR",,"SOLDEE",,,"KSB   Ppe  GUINARD  FRANCE","YN293A","97","YW3337",,"YW3339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/08/93 00:00:00","11/08/94 00:00:00","07/07/96 00:00:00","07/07/96 00:00:00",,,,,,,,,,,
"MNT","YN 295","56","PR P/POMPE CENTRIFUGE GUINAR",,"SOLDEE",,,"KSB   Ppe  GUINARD  FRANCE","A52277","17","YW0673",,"YW0675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/08/93 00:00:00","11/06/94 00:00:00","07/22/96 00:00:00","07/22/96 00:00:00",,,,,,,,,,,
"MNT","YN 298","66","PR P/POMPE CENTRIFUGE GUINAR 3X4X3",,"SOLDEE",,,"KSB   Ppe  GUINARD  FRANCE","YN298/A","63","YW3327","63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/11/93 00:00:00","10/26/94 00:00:00","07/05/96 00:00:00",,,,,,,,,,,,
"MNT","YN 299","35","P/R pour Pompe Booster BP- P02A/B",,"SOLDEE",,,"KSB   Ppe  GUINARD  FRANCE","A52277","32","YW0673",,"YW0675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/12/93 00:00:00","11/06/95 00:00:00","07/22/96 00:00:00","07/22/96 00:00:00",,,,,,,,,,,
"MNT","YN 300","28","P/R pour Multiplificateur de Vitesse de Pompe Injection",,"ANNULEE",,"REPRIE SUR YN416 a 419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/12/93 00:00:00",,,,,,,,,,,,,,
"MNT","YN 301","10","Commande de Couroies Air a Gaz",,"SOLDEE",,,"ARNTZ OPTIBELT-KG / RFA","A48296","10","YV0948","7","YV0949","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/12/93 00:00:00","03/02/94 00:00:00","10/14/95 00:00:00","10/14/95 00:00:00",,,,,,,,,,,
"MNT","YN 304","54","P/R pour pompe d'injection  METHANOL",,"SOLDEE",,,"EMI / Les pennes maribeau France","YN304/A","69","YW5908","69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/13/93 00:00:00","11/13/93 00:00:00","03/06/96 00:00:00",,,,,,,,,,,,
"MNT","YN 305","21","P/R pour enregistreur 4180 recorder modele 4177-500",,"SOLDEE",,,"YOKOGAWA CONTROL  France","YN305/A","21","YV4355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/13/93 00:00:00","04/02/94 00:00:00","09/15/95 00:00:00",,,,,,,,,,,,
"MNT","YN 306","4","P/R pour Appareil d'Amorçage K401A/B",,"SOLDEE",,,"Sundstrand International    France","A26389","4","YU8015","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/14/93 00:00:00","11/22/93 00:00:00","08/22/94 00:00:00",,,,,,,,,,,,
"MNT","YN 307","92","P/R pour compresseur centrifuge (gaz de régéneration) K 401A/B",,"ENCOUR",,,"Sundstrand International    France","YN307/A","88","YV4584","88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/14/93 00:00:00","11/22/93 00:00:00","01/09/95 00:00:00",,,,,,,,,,,,
"MNT","YN 308","8","P/R pour Refroidisseur d'Huile",,"SOLDEE",,,"Sundstrand International    France","A26389","8","YU8015","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/14/93 00:00:00","11/22/93 00:00:00","08/22/94 00:00:00",,,,,,,,,,,,
"DEP","YN317","1","NALCO VISCO 1153 bactericide inhibiteur de corosion fut 200L",,"SOLDEE",,,"NALCO ITALIANA / ROMA Italie","A78869","100","YJ6922","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/93 00:00:00","09/07/93 00:00:00","03/31/94 00:00:00",,,,,,,,,,,,
"DEP","YN318","1","NALCO VISCO 1153 bactericide inhibiteur de corosion fut 200L",,"SOLDEE",,,"NALCO ITALIANA / ROMA Italie","A78869","80","YJ6922","80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/93 00:00:00","09/07/93 00:00:00","03/31/94 00:00:00",,,,,,,,,,,,
"DEP","YN319","1","Prochinor CL73",,"SOLDEE",,,"NALCO ITALIANA / ROMA Italie","A78868",,"YJ6923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/93 00:00:00",,"01/20/95 00:00:00",,,,,,,,,,,,
"DEP","YN320","1","Bactriam 501",,"SOLDEE",,"repris sur commande A56115 du:29/5/94","CECA SA / France","A35661","1","AM1181","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/93 00:00:00","12/15/93 00:00:00","12/31/94 00:00:00",,,,,,,,,,,,
"DEP","YN321","1","Norust SC43 Anti Oxygéne CECA",,"SOLDEE",,"repris sur commande A56115 du:29/5/94","CECA SA / France","A35661","1","AM1181","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/23/93 00:00:00","12/15/93 00:00:00","12/31/94 00:00:00",,,,,,,,,,,,
"MNT","YN323","8","Tube LP",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/16/93 00:00:00",,,,,,,,,,,,,,
"DEP","YN325","8","Bridge Plug materiels WL",,"SOLDEE",,,"PETROLINE / ECOSSE","YN325/A","56","YK1373","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/19/93 00:00:00","05/27/98 00:00:00","02/10/99 00:00:00",,,,,,,,,,,,
"REAL","YN326",,"P/R pour Camion Frigo Groupe Carrier Type 50DS",,"ANNULEE",,"ANNULER   VOIR YL799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/11/93 00:00:00",,,,,,,,,,,,,,
"REAL","YN327",,"P/R pour Outtillage specifique Conditionnement et Refrigiration",,"ANNULEE",,"ANNULER   VOIR YL812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/11/93 00:00:00",,,,,,,,,,,,,,
"REAL","YN328",,"P/R pour Conditionnaire d'air Air Well",,"ANNULEE",,"ANNULER   VOIR YL801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/11/93 00:00:00",,,,,,,,,,,,,,
"DEP","YN330","7","PLUMES FEUTRE VERTE",,"SOLDEE",,,"INSTRUMENT CONTROLE FRANCE","A711967","7","YF4645",,"YK2713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/11/93 00:00:00","08/09/98 00:00:00","02/15/06 00:00:00","09/19/99 00:00:00",,,,,,,,,,,
"DEP","YN 598","1","""Tête de puit complete 4x4""""x5000""","1","SOLDEE","Hamidouche","contrat en cours de préparation N°04/dpAT/060.","FMC energy systems","A92706","6","YG9942",,"YH8104",,"YF4647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/03/00 00:00:00","06/30/04 00:00:00","02/14/05 00:00:00","06/18/05 00:00:00","02/16/06 00:00:00",,,,,,,,,,
"DEP","YN 599","1","""Tête de puit complete 4x3""""x5000""","6","SOLDEE","Hamidouche","contrat en cours de préparation N°04/dpAT/060.","FMC energy systems","A92706","6","YG9942",,"YH8104",,"YF4647",,"YF3753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/04/00 00:00:00","06/30/04 00:00:00","02/14/05 00:00:00","06/18/05 00:00:00","02/16/06 00:00:00","07/30/06 00:00:00",,,,,,,,,
"DEP","YN 600","1","""Tête de puit complete 3x3""""x5000""","6","SOLDEE","Hamidouche","contrat en cours de préparation N°04/dpAT/060.","FMC energy systems","A92716","6","YG1645",,"YG1670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/05/00 00:00:00","06/30/04 00:00:00","06/19/05 00:00:00","08/31/05 00:00:00",,,,,,,,,,,
"DEP","YN 601","3","""Landing NIPPLE OTIS 2"""".313                                              Landing NIPPLE OTIS 3""""1/2                                                     Landing NIPPLE OTIS 2"""".750""","15                     15                              15","SOLDEE","Hamidouche",,"Halliburton Dallas USA","A66830","15                    15                                  15","YX0969","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/06/00 00:00:00","04/08/01 00:00:00","03/21/02 00:00:00",,,,,,,,,,,,
,,,,,,,,,"YK036E","100","YA9144","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/23/13 00:00:00","08/16/13 00:00:00",,,,,,,,,,,,
,,,"PROCHINOR CL 73","180","SOLDEE",,"E10/DP-AT/017","CECA SA-France","YK036/D","100","YA9230","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/17/13 00:00:00","06/22/13 00:00:00",,,,,,,,,,,,
"REAL","YK040","1","""TUBE LP Ø 4"""" EP 4,78""",,"ENCOUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06/03/12 00:00:00",,,,,,,,,,,,,,
"DAT","YK044","17","DES HUIES lubrifiant",,"ENCOUR",,,"NAFTAL SPA ALGER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/26/12 00:00:00",,,,,,,,,,,,,,
,,,"TORBA 32","65","SOLDEE",,,,"YK044/A","65","YJ5461","65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/10/12 00:00:00","01/14/13 00:00:00",,,,,,,,,,,,
,,,"TISKA 68","7","SOLDEE",,,,"A95749","7","YL5779","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00","03/12/13 00:00:00",,,,,,,,,,,,
,,,"FODDA 220 EX 155 EN FUT DE 200L","2","ENCOUR",,,,"A95749","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/07/13 00:00:00",,,,,,,,,,,,,
"MNT","YK045","1","HUILE TORBA 46 PREVISION 2013-2014","460","ENCOUR",,"ANNULE ET REMPLACE LA YK060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/26/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK048","29","PULING TOOL+RELEASING TOOL+RUNNIG TOOL  PMTE 2015",,"ENCOUR",,"ANNULE ET REMPLACE LA YK164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/21/12 00:00:00",,,,,,,,,,,,,,
"DEP","YK054","21","""LOCK","ATERIEL COMPLETE WITH EQUALIZING SUB AND VALVE CAP  PMTE 2015""",,"ENCOUR",,"ANNULE ET REMPLACE LA YK161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/22/12 00:00:00",,,,,,,,,,,,,,
,,,,,,,,"BAKER HUGHES LTD LONDON","YK061B","1","YR0433","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/26/15 00:00:00","12/03/15 00:00:00",,,,,,,,,,,,
,,,,,,,,"BAKER HUGHES LTD LONDON","YK061E","1","YA6962","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/01/16 00:00:00","06/28/16 00:00:00",,,,,,,,,,,,
,,,,,,,,"CECA SA France","YK061F","2","YA8745","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/07/16 00:00:00","01/16/17 00:00:00",,,,,,,,,,,,
,,,,,,,,"NALCO ITALIANA ROMA","A93761","1","YA0057","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/26/17 00:00:00","04/09/18 00:00:00",,,,,,,,,,,,
"DEP","YK067","10","V -PACKING FOR TESTING TOOL  PMTE 2015","50","ENCOUR",,"ANNULE ET REMPLACE LA YK163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/17/13 00:00:00",,,,,,,,,,,,,,
"DEP","YK072","10","""P/R POUR BOP MANUAL 3""""X 5000 PSI""","BE 79/14","ENCOUR",,"ANNULE ET REMPLACE PAR YK115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01/08/14 00:00:00",,,,,,,,,,,,,,
"MNT","YK079","2","""SOUPAPE DE SECURITE 1""""1/2 150 RF""","BE 420/14","ANNULEE","Y TOUNSI","AON SH-EP-DP AT 17/16/P","ANNULEE SUITE FAX N°676 DU 19/07/19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/06/14 00:00:00",,,,,,,,,,,,,,
"MNT","YK085","6","""SOUPAPE DE SECURITE 1""""1/2 150 RF""","BE 420/14","ENCOUR","Y TOUNSI","AON SH-EP-DP AT 17/16/P","AUTOMATISES APPLIQES France","A91934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/06/14 00:00:00","02/05/19 00:00:00",,,,,,,,,,,,,
"MNT","YK087","2","""SOUPAPE DE SECURITE 3""""X4""""150RF""","BE 420/14","ENCOUR","Y TOUNSI","AON SH-EP-DP AT 17/16/P","AUTOMATISES APPLIQES France","A91934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/06/14 00:00:00","02/05/19 00:00:00",,,,,,,,,,,,,
"MNT","YK092","2","""SOUPAPE DE SECURITE 1""""1/2 300X2""""1/2 150RF""","BE 420/14","ENCOUR","Y TOUNSI","AON SH-EP-DP AT 17/16/P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/06/14 00:00:00",,,,,,,,,,,,,,
